file name,text,index,left character,right character,left emote,right emote,RequireYN?,OnYes,OnNo,End Talkie ?,Talkie Motion
P_1_1_Julius_14_T1,There is... Brutus?,4,Julius,Brutus,6_MO_EI,7_MC,,,,,
P_1_1_Marcus_15_T1,THAT'S RIGHT!,5,Julius,Marcus,1_MC_EI,2_MO,,,,,
P_1_1_Marcus_15_T2,Since you are the future King you can do anything you want! Haha!,6,Julius,Marcus,1_MC_EI,3_MO,,,,,
P_1_1_Julius_16_T1,I can... Marcus? ,7,Julius,Marcus,6_MO_EI,3_MC,,,,,
P_1_1_Brutus_17_T1,Yeah…,8,Julius,Brutus,8_MC_EO,4_MO,,,,,
P_1_1_Brutus_17_T2,The whole kingdom is yours to do as you please…,9,Julius,Brutus,8_MC_EO,3_MO,,,,,
P_1_1_Marcus_18_T1,EXACTLY!!!,10,Julius,Marcus,8_MC_EI,2_MO,,,,,
P_1_1_Marcus_18_T2,You can do anything your little heart desires my Prince!,11,Julius,Marcus,8_MC_EI,7_MO,,,,,
P_1_1_Marcus_18_T3,It is your birthright!,12,Julius,Marcus,8_MC_EI,3_MO,,,,,
P_1_1_Julius_19_T1,Anything I want…,13,Julius,Marcus,8_MO_EI,8_MC,,,,,
P_1_1_Brutus_20_T1,Yes~ anything you want...take your frustration and nerves out on this village… ,14,Julius,Brutus,2_MC_EI,4_MO,,,,,
P_1_1_Brutus_20_T2,after all...,15,Julius,Brutus,2_MC_EI,3_MO,,,,,
P_1_1_Brutus_20_T3,It is your kingdom….,16,Julius,Brutus,2_MC_EI,2_MO,,,,,
P_1_1_Brutus_20_T4,This is what you're supposed to do...,17,Julius,Brutus,2_MC_EI,5_MO,,,,,
P_1_1_Brutus_20_T5,yawn...,18,Julius,Brutus,2_MC_EI,6_MO,,,,,
P_1_1_Marcus_21_T1,YES YES!,19,Julius,Marcus,2_MC_EI,2_MO,,,,,
P_1_1_Marcus_21_T2,What he said!,20,Julius,Marcus,2_MC_EI,8_MO,,,,,
P_1_1_Marcus_21_T3,This is your playground my Prince!,21,Julius,Marcus,2_MC_EI,2_MO,,,,,
P_1_1_Julius_22_T1,You’re right!,22,Julius,,2_MO_EI,,,,,,
P_1_1_Julius_22_T2,I am the future King!,23,Julius,,4_MO_EC,,,,,,
P_1_1_Julius_22_T3,I can do as I want!,24,Julius,,8_MO_EI,,,,,,
,,,,,,,,,,,
$Title,GorillaIntro_1_p3,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_1_Darwin_23_T1,HUH!?,0,Darwin,,5_MO_EI,,,,,,
P_1_1_RedWally_24_T1,What was that!?,1,Red,Wally,5_MO_EI,6_MO_EI,,,,,
Marcus_Laugh,HA HA HA!!!!,2,Marcus,Brutus,6_MO,8_MC,,,,,
Brutus_Laugh,Heh heh.....,3,Marcus,Brutus,6_MC,8_MO,,,,,
P_1_1_Julius_28_T1,That felt... ,4,,Julius,,3_MO_EO,,,,,
P_1_1_Julius_28_T2,...,5,,Julius,,8_MC_EI,,,,,
P_1_1_Julius_28_T3,Kinda good!,6,,Julius,,2_MO_EP,,,,,
P_1_1_Darwin_29_T1,Julius!,7,Darwin,Julius,6_MO_EI,10_MC_EI,,,,,
P_1_1_Julius_30_T1,Darwin!?,8,Darwin,Julius,6_MC_EI,5_MO_EI,,,,,
P_1_1_Julius_30_T2,You’re here already?,9,Darwin,Julius,6_MC_EI,3_MO_EI,,,,,
P_1_1_Darwin_31_T1,Of course your highness…,10,Darwin,Julius,6_MO_EI,3_MC_EI,,,,,
P_1_1_Darwin_31_T2,Why did you do this?,11,Darwin,Julius,12_MO_EI,3_MC_EI,,,,,
P_1_1_Julius_32_T1,I.....,12,Darwin,Julius,12_MC_EI,5_MO_EI,,,,,
P_1_1_Julius_32_T2,...,13,Darwin,Julius,12_MC_EI,3_MO_EI,,,,,
P_1_1_Julius_32_T3,Because this is my kingdom!,14,Darwin,Julius,12_MC_EI,7_MO_EI,,,,,
P_1_1_Julius_32_T4,And I can do what I want!,15,Darwin,Julius,12_MC_EI,4_MO_EC,,,,,
P_1_1_Darwin_33_T1,Your majesty!,16,Darwin,Julius,5_MO_EI,4_MC_EI,,,,,
P_1_1_Darwin_33_T2,...,17,Darwin,Julius,6_MO_EI,4_MC_EI,,,,,
P_1_1_Darwin_33_T3,That's… uh… not-,18,Darwin,Julius,12_MO_EI,4_MC_EI,,,,,
P_1_1_Marcus_34_T1,SILENCE PEASANT! ,19,Darwin,Marcus,5_MC_EI,4_MO,,,,,
P_1_1_Brutus_35_T1,Yeah...,20,Darwin,Brutus,12_MC_EI,3_MO,,,,,
P_1_1_Brutus_35_T2,what he said,21,Darwin,Brutus,12_MC_EI,5_MO,,,,,
P_1_1_Darwin_36_T1,But!-,22,Darwin,Brutus,5_MO_EI,5_MC,,,,,
P_1_1_Julius_37_T1,They're right~ Darwin.,23,Julius,Brutus,2_MO_EI,5_MC,,,,,
P_1_1_Julius_37_T2,I am the future King.,24,Julius,Brutus,4_MO_EC,3_MC,,,,,
P_1_1_Julius_37_T3,Which means I can do what I want!,25,Julius,Brutus,4_MO_EI,3_MC,,,,,
Marcus_Laugh,HA HA HA!!!!,26,Marcus,Brutus,6_MO,8_MC,,,,,
Brutus_Laugh,Heh heh...,27,Marcus,Brutus,6_MC,8_MO,,,,,
,,,,,,,,,,,
$Title,GorillaIntro_1_p4,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,no,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_1_Wally_40_T1,If this is the Prince we’re supposed to help,0,Wally,,8_MO_EP,,,,,,
P_1_1_Wally_40_T2,Then we're in big trouble.,1,Wally,,7_MO_EI,,,,,,
P_1_1_Darwin_41_T1,I wonder what's gotten into him... ,2,Wally,Darwin,7_MC_EI,9_MO_EO,,,,,
P_1_1_Darwin_41_T2,He’s always been a….little... troublemaker...,3,Wally,Darwin,7_MC_EI,12_MO_EI,,,,,
P_1_1_Darwin_41_T3,But he’s never acted out like…,4,Wally,Darwin,7_MC_EI,7_MO_EI,,,,,
P_1_1_Darwin_41_T4,uUmm…this…,5,Wally,Darwin,7_MC_EI,9_MO_EO,,,,,
P_1_1_Wally_42_T1,So this type of behavior is new for him?,6,Wally,Darwin,9_MO_EI,9_MC_EI,,,,,
P_1_1_Darwin_43_T1,That’s… uhh right. ,7,Wally,Darwin,8_MC_EI,9_MO_EO,,,,,
P_1_1_Red_44_T1,Then we must catch up to him and figure out what’s wrong!,8,Red,Darwin,7_MO_EI,9_MC_EO,,,,,
P_1_1_Wally_45_T1,I agree.,9,Red,Wally,6_MC_EI,1_MO_EI,,,,,
P_1_1_Red_46_T1,Darwin~ you know the Prince the most.,10,Red,Wally,9_MO_EI,1_MC_EI,,,,,
P_1_1_Red_46_T2,Can you think of anything that’ll help him?,11,Red,Wally,7_MO_EI,1_MC_EI,,,,,
P_1_1_Darwin_47_T1,Hmm…,12,Red,Darwin,10_MC_EI,9_MO_EO,,,,,
P_1_1_Darwin_47_T2,Perhaps Julius has forgotten about how good he really is…,13,Red,Darwin,10_MC_EI,8_MO_EI,,,,,
P_1_1_Red_48_T1,Then maybe you can help him remember!,14,Red,Darwin,9_MO_EI,9_MC_EI,,,,,
P_1_1_Darwin_49_T1,You're right!,15,Red,Darwin,10_MC_EI,8_MO_EI,,,,,
P_1_1_Darwin_49_T2,However...,16,Red,Darwin,10_MC_EI,11_MO_EO,,,,,
P_1_1_Darwin_49_T3,I can’t seem to remember anything specific… ,17,Red,Darwin,10_MC_EI,12_MO_EO,,,,,
P_1_1_Darwin_50_T1,With this mess I can’t seem to think straight! ,18,Red,Darwin,1_MC_EI,7_MO_EI,,,,,
P_1_1_Red_51_T1,My friends and I can clean up while you think on things!,19,Red,Darwin,1_MO_EI,7_MC_EI,,,,,
P_1_1_Red_51_T2,Besides~ we shouldn't leave things messy anyway!,20,Red,Darwin,13_MO_EO,7_MC_EI,,,,,
P_1_1_Darwin_52_T1,Alright!,21,Red,Darwin,1_MC_EI,2_MO_EI,,,,,
P_1_1_Darwin_52_T2,Uhhh…,22,Red,Darwin,1_MC_EI,7_MO_EO,,,,,
P_1_1_Darwin_52_T3,I’ll leave it to you guys!,23,Red,Darwin,1_MC_EI,4_MO_EP,,,,,
P_1_1_Red_53_T1,Okay Explorer!,24,Red,Darwin,1_MO_EP,1_MC_EP,,,,,
P_1_1_Red_53_T2,Let's clean things up!,25,Red,Darwin,3_MO_EC,1_MC_EP,,,,,
P_1_1_Red_53_T3,Maybe we’ll learn things while doing so!,26,Red,Darwin,2_MO_EP,1_MC_EP,,,,,
,,,,,,,,,,,
$Title,SectionIntro_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,right,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
//Darwin STAYS onscreen from the last part and now moves to the middle to talk to the player.,,,,,,,,,,,
P_1_1_Darwin_54_T1,Oh!,0,Darwin,,8_MO_EP,,,,,,
P_1_1_Darwin_54_T2,Before you run off Explorer...,1,Darwin,,1_MO_EP,,,,,,
P_1_1_Darwin_54_T3,uhh...,2,Darwin,,,,,,,,
P_1_1_Darwin_54_T4,Let me help you navigate the area.,3,Darwin,,2_MO_EC,,,,,,
P_1_1_Darwin_54_T5,tap on me when you're ready!,4,Darwin,,10_MO_EO,,,,,,
,,,,,,,,,,,
$Title,PreStory_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_1a_Darwin_1_T1,Hey wait! Not so fast Explorer.,0,Darwin,,13_MO_EP,,,,,,
P_1_1a_Darwin_2_T2,Come talk to me so I can...,1,Darwin,,1_MO_EP,,,,,,
P_1_1a_Darwin_2_T3,uhh...,2,Darwin,,7_MO_EO,,,,,,
P_1_1a_Darwin_2_T4,prepare you for the challenges you’ll face!,3,Darwin,,4_MO_EP,,,,,,
,,,,,,,,,,,
$Title,PreStory_2_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_2_Darwin_1_T1,Are you ready to get started~ Explorer?,0,Darwin,,7_MO_EP,,yes,goto4,goto1,,
P_1_2_Darwin_2_T2,Okay Explorer...,1,Darwin,,11_MO_EC,,,,,,
P_1_2_Darwin_2_T3,uhh...,2,Darwin,,7_MO_EO,,,,,,
P_1_2_Darwin_2_T4,come back when you are ready.,3,Darwin,,2_MO_EP,,,,,yes,
P_1_2_Darwin_3_T5,Alright Explorer! Let's get started!,4,Darwin,,4_MO_EP,,,,,yes,
,,,,,,,,,,,
$Title,DarwinQuips_1_p1,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_3_Darwin_1_T1,Hmm… I can’t seem to remember…,0,Darwin,,9_MO_EO,,,,,yes,
P_1_3_Darwin_2_T1,Hmm… think think think….,1,Darwin,,7_MO_EO,,,,,yes,
P_1_3_Darwin_3_T1,.... what happened here…,2,Darwin,,12_MO_EO,,,,,yes,
P_1_3_Darwin_4_T1,Hmm…,3,Darwin,,9_MC_EO,,,,,yes,
P_1_3_Darwin_5_T1,I’m sure I’ll think of something soon Explorer…,4,Darwin,,12_MO_EP,,,,,,
P_1_3_Darwin_5_T2,I hope...,5,Darwin,,9_MO_EO,,,,,yes,
,,,,,,,,,,,
$Title,RedLester_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_3a_Red_1_T1,Wow! Look at all the coins you received!,0,Red,,4_MO_EC,,,,,,
P_1_3a_Red_1_T2,Hey!,1,Red,,1_MO_EP,,,,,,
P_1_3a_Red_1_T3,What's that button up there,2,Red,,12_MO_EO,,,,,,
P_1_3a_Red_2_T1,Tap on it and let's see what happens!,3,Red,,9_MO_EP,,,,,,
,,,,,,,,,,,
$Title,ForceLester_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_3b_Darwin_1_T1,Hmm...,0,Darwin,,7_MO_EO,,,,,,
P_1_3b_Darwin_1_T2,I think there’s someone you’ll still need to meet before we move forward... ,1,Darwin,,1_MO_EP,,,,,,
P_1_3b_Darwin_1_T3,Tap the glowing cart button!,2,Darwin,,4_MO_EP,,,,,,
,,,,,,,,,,,
$Title,VillageRebuilt_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_5_Red_1_T1,Wow!,0,Red,,2_MO_EI,,,,,,
P_1_5_Red_1_T2,The village looks great! ,1,Red,,3_MO_EC,,,,,,
P_1_5_Wally_2_T1,Good job!,2,Red,Wally,1_MC_EP,4_MO_EP,,,,,
P_1_5_Darwin_3_T1,Wow this looks incredible!,3,Darwin,Wally,2_MO_EP,4_MC_EI,,,,,
P_1_5_Darwin_3_T2,I uhh...,4,Darwin,Wally,7_MO_EO,4_MC_EI,,,,,
P_1_5_Darwin_3_T3,Can’t believe how good it looks!,5,Darwin,Wally,4_MO_EP,4_MC_EI,,,,,
P_1_5_Wally_4_T1,Does this mean you’re getting your memories back? Will they be able to help the Prince?,6,Darwin,Wally,1_MC_EI,9_MO_EI,,,,,
P_1_5_Darwin_5_T1,They’re starting to come back!,7,Darwin,Red,8_MO_EI,1_MC_EI,,,,,
P_1_5_Darwin_5_T2,It’s been so long that it makes remembering harder…,8,Darwin,Red,11_MO_EO,1_MC_EI,,,,,
P_1_5_Darwin_5_T3,But with the village being all cleaned up it’s making it easier! ,9,Darwin,Red,2_MO_EP,1_MC_EI,,,,,
P_1_5_Red_6_T1,I'm glad!,10,Darwin,Red,2_MC_EI,3_MO_EC,,,,,
P_1_5_Darwin_7_T1,As am I!,11,Darwin,Red,4_MO_EC,2_MC_EI,,,,,
P_1_5_Darwin_7_T2,I’m going to run up ahead and try to catch up to Julius!,12,Darwin,Red,3_MO_EO,2_MC_EI,,,,,
,,,,,,,,,,,
$Title,VillageRebuilt_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,left,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_5_Red_8_T1,Alright Explorer!,0,Red,Wally,2_MO_EP,2_MC_EP,,,,,
P_1_5_Red_8_T2,Let's follow Darwin!,1,Red,Wally,3_MO_EC,2_MC_EP,,,,,
RedWally_Oh,Oh!,2,Red,Wally,5_MO_EI,6_MO_EO,,,,,
,,,,,,,,,,,
$Title,VillageRebuilt_1_p3,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Marcus_Laugh,HA HA HA!!!!,0,Red,Marcus,5_MC_EI,6_MO,,,,,
Brutus_Laugh,Heh heh...,1,Red,Brutus,10_MC_EI,8_MO,,,,,
P_1_5_Julius_12_T1,So we meet again.,2,Red,Julius,10_MC_EI,2_MO_EI,,,,,
P_1_5_Red_13_T1,Your highness!,3,Red,Julius,5_MO_EI,2_MC_EI,,,,,
P_1_5_Julius_14_T1,I see Darwin isn't with you.,4,Red,Julius,10_MC_EI,4_MO_EO,,,,,
P_1_5_Wally_15_T1,He went on ahead to look for you.,5,Wally,Julius,3_MO_EI,4_MC_EI,,,,,
P_1_5_Marcus_16_T1,THAT FOOL!,6,Marcus,Brutus,4_MO,5_MC,,,,,
P_1_5_Brutus_17_T1,Yawn...,7,Marcus,Brutus,4_MC,6_MO,,,,,
P_1_5_Red_18_T1,Don’t say that about Darwin! ,8,Red,,6_MO_EI,,,,,,
P_1_5_Red_18_T2,That isn’t nice!,9,Red,,8_MO_EI,,,,,,
P_1_5_Julius_19_T1,…,10,Red,Julius,8_MC_EI,9_MC_EI,,,,,
P_1_5_Julius_19_T2,You guys are getting in the way.,11,Red,Julius,8_MC_EI,2_MO_EI,,,,,
P_1_5_Julius_19_T3,It's starting to get annoying. ,12,Red,Julius,8_MC_EI,7_MO_EI,,,,,
P_1_5_Marcus_20_T1,Well spoken my Prince!,13,Marcus,Brutus,3_MO,6_MO,,,,,
P_1_5_Brutus_21_T1,Heh heh.....,14,Marcus,Brutus,3_MC,8_MO,,,,,
P_1_5_Brutus_21_T2,yeah,15,Marcus,Brutus,3_MC,3_MO,,,,,
P_1_5_Julius_22_T1,I'll tell you what.,16,Red,Julius,8_MC_EI,1_MO_EI,,,,,
P_1_5_Julius_22_T2,One of you will step up and accept my challenge.,17,Red,Julius,8_MC_EI,8_MO_EI,,,,,
P_1_5_Julius_22_T3,If you win~,18,Red,Julius,8_MC_EI,11_MO_EP,,,,,
P_1_5_Julius_22_T4,you can move forward and bother me some more.,19,Red,Julius,8_MC_EI,4_MO_EI,,,,,
P_1_5_Julius_22_T5,But If I win~,20,Red,Julius,8_MC_EI,14_MO_EI,,,,,
P_1_5_Julius_22_T6,you leave me alone.,21,Red,Julius,8_MC_EI,11_MO_EI,,,,,
RedWally_What,What??!,22,Red,Wally,5_MO_EI,6_MO_EI,,,,,
P_1_5_Marcus_25_T1,YOU HEARD THE PRINCE!,23,Marcus,Brutus,4_ MO,7_MC,,,,,
P_1_5_Brutus_26_T1,Yeah…,24,Marcus,Brutus,5_MC,4_MO,,,,,
P_1_5_Brutus_26_T2,you tell them buddy...,25,Marcus,Brutus,5_MC,3_MO,,,,,
P_1_5_Brutus_26_T3,Yawn...,26,Marcus,Brutus,5_MC,6_MO,,,,,
P_1_5_Marcus_27_T1,Quiet you!,27,Marcus,Brutus,5_MO,7_MO,,,,,
P_1_5_Wally_28_T1,We have no choice but to accept.,28,Wally,Julius,10_MO_EI,2_MC_EI,,,,,
P_1_5_Red_29_T1,The Explorer will be the one to challenge you.,29,Red,Julius,14_MO_EP,7_MC_EI,,,,,
P_1_5_Red_29_T2,They have been learning so much!,30,Red,Julius,3_MO_EC,7_MC_EI,,,,,
P_1_5_Julius_30_T1,Alright then let’s start.,31,Red,Julius,14_MC_EP,2_MO_EP,,,,,
Marcus_Laugh,HA HA HA!!!!,32,Marcus,Brutus,6_MO,8_MC,,,,,
Brutus_Laugh,Heh heh.....,33,Marcus,Brutus,6_MC,8_MO,,,,,
P_1_5_Red_33_T1,It’s time to put what you've learned to the test!,34,Red,Wally,14_MO_EP,2_MC_EO,,,,,
P_1_5_Red_33_T2,You’ve got this Explorer!,35,Red,Wally,3_MO_EC,2_MC_EO,,,,,
P_1_5_Wally_34,Good luck.,36,Red,Wally,2_MC_EP,11_MO_EP,,,,,
,,,,,,,,,,,
$Title,VillageDefeated_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,sides,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_6_Julius_1_T1,Impossible!,0,Julius,,7_MO_EP,,,,,,
P_1_6_Julius_1_T2,How could you beat me?!,1,Julius,,12_MO_EP,,,,,,
P_1_6_Julius_1_T3,The future King!,2,Julius,,14_MO_EP,,,,,,
P_1_6_Marcus_2_T1,HOW DARE YOU DO THIS TO THE FUTURE KING!,3,Marcus,Brutus,4_MO,6_MO,,,,,
P_1_6_Brutus_3_T1,Yeah..,4,Marcus,Brutus,4_MC,7_MO,,,,,
P_1_6_Brutus_3_T2,How dare you win fair and square…,5,Marcus,Brutus,5_MC,3_MO,,,,,
P_1_6_Marcus_4_T1,Enough out of you! ,6,Marcus,Brutus,5_MO,8_MC,,,,,
P_1_6_Red_5_T1,Good job Explorer!,7,Red,Wally,4_MO_EC,11_MC_EO,,,,,
P_1_6_Red_5_T2,I knew you could do it!,8,Red,Wally,14_MO_EP,11_MC_EO,,,,,
P_1_6_Wally_6_T1,Good job!,9,Red,Wally,1_MC_EP,4_MO_EP,,,,,
P_1_6_Wally_6_T2,That was amazing!,10,Red,Wally,1_MC_EP,11_MO_EO,,,,,
P_1_6_Julius_7_T1,This isn't over!,11,Red,Julius,10_MC_EI,9_MO_EI,,,,,
P_1_6_Julius_7_T2,I’ll challenge you again!,12,Red,Julius,10_MC_EI,2_MO_EP,,,,,
,,,,,,,,,,,
$Voiceover,,,,,,,,,,,
P_1_6_Marcus_8,Next time you won't be so lucky!,0,,,,,,,,,
P_1_6_Brutus_9,Yawn...yeah… what he said…,1,,,,,,,,,
,,,,,,,,,,,
$Title,VillageDefeated_1_p3,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_6_Red_10_T1,I don't know why he’s acting this way.,0,Red,Wally,7_MO_EI,7_MC_EI,,,,,
P_1_6_Wally_11_T1,I’m sure we’ll find out in time.,1,Red,Wally,7_MC_EI ,2_MO_EI,,,,,
P_1_6_Wally_11_T2,For now let's move forward,2,Red,Wally,1_MC_EI,1_MO_EP,,,,,
P_1_6_Red_12_T1,Alright Explorer!,3,Red,Wally,3_MO_EP,3_MO_EP,,,,,
P_1_6_Red_12_T2,Let’s head out!,4,Red,Wally,4_MO_EC,4_MO_EC,,,,,
,,,,,,,,,,,
$Title,VillageDefeated_1_p4,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,left,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
// this ones a wild one. Visually I'd like the bg to undim but bars stay in place after the last segment so they we can watch the tiger sign post spring in place. Then the bg dims for talkies again but the sign stays OVER the dim so it's in focus letting Red speak on the left as if to look at it.,,,,,,,,,,,
P_1_6_Red_13_T1,Oh!,0,Red,,5_MO_EI,,,,,,
P_1_6_Wally_14_T1,What’s that? ,1,Wally,,9_MO_EI,,,,,,
P_1_6_Red_15_T1,That's weird~,2,Red,,9_MO_EI,,,,,,
P_1_6_Red_15_T2,a signpost just popped up.,3,Red,,1_MO_EI,,,,,,
P_1_6_Red_16_T1,If you tap on it~ you can probably play the Princes challenge games!,4,Red,,12_MO_EI,,,,,,
P_1_6_Red_17_T1,You should try it when you want to practice your skills!,5,Red,,12_MO_EP,,,,,,
P_1_6_Wally_18_T1,I think you should consider using it~ Explorer,6,Wally,,1_MO_EP,,,,,,
P_1_6_Wally_19_T2,Practice makes perfect.,7,Wally,,4_MO_EP,,,,,,
,,,,,,,,,,,
$Title,MudslideIntro_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_2_1_Wally_1_T1,It looks like they destroyed this area as well.,0,Wally,Red,7_MO_EI,8_MC_EI,,,,,
P_2_1_Red_2_T1,Let’s clean up before moving forward!,1,Wally,Red,11_MC_EP,3_MO_EP,,,,,
,,,,,,,,,,,
$Title,MudslideRebuilt_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_2_2_Red_1_T1,Wow!,0,Red,Wally,4_MO_EI,4_MC_EI,,,,,
P_2_2_Red_1_T2,This place looks amazing!,1,Red,Wally,3_MO_EP,4_MC_EI,,,,,
P_2_2_Red_1_T3,Good job Explorer!,2,Red,Wally,4_MO_EC,4_MC_EI,,,,,
P_2_2_Wally_2_T1,Good job!,3,Red,Wally,2_MC_EI,11_MO_EP,,,,,
P_2_2_Red_3_T1,Alright!,4,Red,Wally,2_MO_EC,1_MC_EP,,,,,
P_2_2_Red_3_T2,Let’s move forward!,5,Red,Wally,1_MO_EP,1_MC_EP,,,,,
RedWally_Huh,Huh?!,6,Red,Wally,5_MO_EI,6_MO_EO,,,,,
,,,,,,,,,,,
$Title,MudslideRebuilt_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Marcus_Laugh,HA HA HA!!!!,0,Marcus,Brutus,6_MO,8_MC,,,,,
Brutus_Laugh,Heh heh..... ,1,Marcus,Brutus,6_MC,8_MO,,,,,
P_2_2_Julius_4_T1,I told you we’d see each other again soon.,2,Julius,,8_MO_EP,,,,,,
Marcus_Laugh,HA HA HA!!!!,3,Julius,Marcus,2_MC_EC,6_MO,,,,,
